date,등락,등락지표,등락분류,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,환율,유가종가,유가오픈,유가고가,유가저가,유가변동률,한국은행기준금리,연준기준금리,한미기준금리차이,반도체수출금액지수,삼성종가,SOX종가,SOX변동률,BTC종가,BTC변동률,종가코스피,고가코스피,저가코스피,거래량코스피,코스피변동
2012-03-09,1,1,1,29800,50,0.17,30000,30150,29700,3565512,1.07E+11,2.07E+13,694024408,1119.8,107.4,106.91,108.2,106.13,0.77,3.25,0.25,-3,72.52,1230000,422.85,1.08,4.9,-1.42,"2,018.30","2,022.95","2,001.67",416.40M,0.88
2012-03-12,0,-1,-1,29600,-200,-0.67,30000,30050,29400,2568440,76145291550,2.05E+13,694024408,1116.1,106.34,107.5,107.56,105.38,-0.99,3.25,0.25,-3,72.52,1210000,418.57,-1.01,4.9,0,"2,002.50","2,019.14","2,001.50",375.48M,-0.78
2012-03-13,0,-1,-1,29300,-300,-1.01,29750,29900,29200,5055287,1.49E+11,2.03E+13,694024408,1122.1,106.71,106.55,107.35,105.67,0.35,3.25,0.25,-3,72.52,1221000,428.2,2.3,5.3,7.77,"2,025.04","2,028.98","2,012.91",448.92M,1.13
2012-03-14,1,1,1,29600,300,1.02,29900,30200,29600,4906654,1.46E+11,2.05E+13,694024408,1121.5,105.43,106.69,107.02,105.12,-1.2,3.25,0.25,-3,72.52,1250000,426.65,-0.36,5.4,2.09,"2,045.08","2,057.28","2,045.08",541.11M,0.99
2012-03-15,0,-1,-1,29250,-350,-1.18,29500,29600,28950,4849707,1.41E+11,2.03E+13,694024408,1123.8,105.11,105.5,106.18,103.78,-0.3,3.25,0.25,-3,72.52,1250000,434.99,1.95,5.3,-0.93,"2,043.76","2,050.48","2,038.60",476.10M,-0.06
2012-03-16,0,-1,-1,28800,-450,-1.54,29350,29450,28750,3696225,1.07E+11,2E+13,694024408,1129.1,107.06,105.44,107.34,105.13,1.86,3.25,0.25,-3,72.52,1238000,435.41,0.1,5.3,0,"2,034.44","2,054.99","2,034.21",464.24M,-0.46
2012-03-19,1,1,1,29300,500,1.74,28700,29300,28700,4885898,1.42E+11,2.03E+13,694024412,1124.4,108.09,107.18,108.24,106.55,0.96,3.25,0.25,-3,72.52,1260000,438.69,0.75,4.7,-11.17,"2,047.00","2,050.87","2,036.35",555.80M,0.62
2012-03-20,0,-1,-1,29150,-150,-0.51,29350,29600,29050,3873987,1.14E+11,2.02E+13,694024412,1123,105.61,107.82,107.91,105.35,-2.29,3.25,0.25,-3,72.52,1267000,435.54,-0.72,4.8,3.2,"2,042.15","2,055.34","2,035.26",540.34M,-0.24
2012-03-21,0,-1,-1,28900,-250,-0.86,28950,29300,28850,2626551,76210754550,2.01E+13,694024412,1123.1,107.27,106.33,107.64,106.06,1.57,3.25,0.25,-3,72.52,1242000,437.19,0.38,4.8,0,"2,027.23","2,039.80","2,022.97",517.07M,-0.73
2012-03-22,1,1,1,29350,450,1.56,29050,29600,29050,4117144,1.21E+11,2.04E+13,694024412,1127.4,105.35,106.81,107.12,104.5,-1.79,3.25,0.25,-3,72.52,1258000,434.54,-0.61,4.7,-2.29,"2,026.12","2,031.42","2,017.93",541.73M,-0.05
2012-03-23,1,1,1,30150,800,2.73,29100,30250,29050,6294185,1.87E+11,2.09E+13,694024412,1130.3,106.87,105.52,108.25,105.16,1.44,3.25,0.25,-3,72.52,1261000,435.68,0.26,4.7,0,"2,026.83","2,029.77","2,013.72",506.77M,0.04
2012-03-26,1,1,1,30300,150,0.5,30250,30650,30050,6658186,2.02E+11,2.1E+13,694024412,1133.8,107.03,106.79,107.32,106.19,0.15,3.25,0.25,-3,72.52,1275000,441.88,1.42,4.6,1.54,"2,019.19","2,041.05","2,012.86",436.98M,-0.38
2012-03-27,1,1,1,30450,150,0.5,30450,30700,30050,5718097,1.74E+11,2.11E+13,694024412,1138.1,107.33,107.09,107.73,106.52,0.28,3.25,0.25,-3,72.52,1311000,441.6,-0.06,4.8,4.11,"2,039.76","2,043.75","2,028.39",606.41M,1.02
2012-03-28,1,1,1,30550,100,0.33,30200,30950,30150,4918214,1.51E+11,2.12E+13,694024412,1136.8,105.41,106.81,106.94,104.67,-1.79,3.25,0.25,-3,72.52,1302000,436.1,-1.25,4.8,0,"2,031.74","2,038.45","2,028.11",533.80M,-0.39
2012-03-29,0,-1,-1,30500,-50,-0.16,30350,30900,30350,5114998,1.56E+11,2.12E+13,694024412,1137.2,102.78,105.58,105.7,102.13,-2.5,3.25,0.25,-3,72.52,1280000,436.85,0.17,4.8,0,"2,014.41","2,025.23","2,004.94",470.32M,-0.85
2012-03-30,0,-1,-1,29250,-1250,-4.1,30400,30450,29100,9809386,2.9E+11,2.03E+13,694024412,1137.8,103.02,103.29,104.15,102.78,0.23,3.25,0.25,-3,72.52,1275000,438.64,0.41,4.9,1.04,"2,014.04","2,018.09","2,002.61",449.87M,-0.02
2012-04-02,1,1,1,29350,100,0.34,29150,29550,29100,4727837,1.39E+11,2.04E+13,694024412,1134.2,105.23,103.27,105.49,102.06,2.15,3.25,0.25,-3,72.52,1299000,438.44,-0.05,5,2.9,"2,029.29","2,031.79","2,015.72",409.92M,0.76
2012-04-03,1,1,1,30300,950,3.24,29550,30400,29350,6693182,2.01E+11,2.1E+13,694024412,1128.1,104.01,105.04,105.18,103.59,-1.16,3.25,0.25,-3,72.52,1335000,431.5,-1.58,4.9,0,"2,049.28","2,051.80","2,038.52",593.28M,0.99
2012-04-04,0,-1,-1,29400,-900,-2.97,30250,30350,29350,4413819,1.31E+11,2.04E+13,694024412,1123.4,101.47,104.09,104.12,101.08,-2.44,3.25,0.25,-3,72.52,1320000,421.9,-2.22,4.9,0,"2,018.61","2,048.11","2,015.57",621.54M,-1.5
2012-04-05,1,1,1,29850,450,1.53,28750,30050,28300,8899496,2.59E+11,2.07E+13,694024412,1127.8,103.31,101.96,103.4,101.37,1.81,3.25,0.25,-3,72.52,1330000,423.2,0.31,4.9,0,"2,028.77","2,030.69","1,997.12",549.31M,0.5
2012-04-06,0,-1,-1,29250,-600,-2.01,29700,29900,29250,3184217,93901428450,2.03E+13,694024840,1129.5,102.885,102.245,103,101.09,0.495,3.25,0.25,-3,72.52,1332000,420.14,-0.57,4.9,0,"2,029.03","2,033.49","2,022.81",536.31M,0.01
2012-04-09,0,-1,-1,28050,-1200,-4.1,28800,29350,27900,5568643,1.58E+11,1.95E+13,694024840,1130.7,102.46,102.53,102.6,100.81,-0.82,3.25,0.25,-3,72.52,1317000,417.08,-1.45,4.9,1.67,"1,997.08","2,009.36","1,995.80",466.75M,-1.57
2012-04-10,0,-1,-1,27750,-300,-1.07,28050,28350,27350,5098219,1.42E+11,1.93E+13,694024840,1137.6,101.02,102.33,102.96,100.68,-1.41,3.25,0.25,-3,72.52,1311000,409.65,-1.78,4.8,0,"1,994.41","2,011.27","1,990.13",543.74M,-0.13
2012-04-12,0,-1,-1,27200,-550,-1.98,27800,27850,26850,5583246,1.52E+11,1.89E+13,694024840,1137.9,103.64,102.55,104.24,102.39,0.92,3.25,0.25,-3,72.52,1273000,424.16,1.86,4.9,0,"1,986.63","1,986.63","1,969.09",391.51M,-0.39
2012-04-13,1,1,2,29000,1800,6.62,27750,29050,27650,6983362,1.99E+11,2.01E+13,694024840,1142.3,102.83,103.66,103.9,102.61,-0.78,3.25,0.25,-3,72.52,1268000,416.43,-1.82,4.9,0,"2,008.91","2,011.37","1,996.23",495.29M,1.12
2012-04-16,1,1,1,29250,250,0.86,28700,29450,28550,4160701,1.21E+11,2.03E+13,694024840,1134.1,102.93,102.8,103.37,101.8,0.1,3.25,0.25,-3,72.52,1259000,416.7,0.06,4.9,0,"1,992.63","1,998.35","1,982.93",452.52M,-0.81
2012-04-17,0,-1,-1,28300,-950,-3.25,29200,29250,28250,4670489,1.34E+11,1.96E+13,694024840,1137.7,104.2,103.15,105.07,102.66,1.23,3.25,0.25,-3,72.52,1249000,423.2,1.56,5,1.01,"1,985.30","1,999.50","1,982.44",445.68M,-0.37
2012-04-18,0,-1,-1,28050,-250,-0.88,28850,28950,28050,5482631,1.55E+11,1.95E+13,694024840,1138.9,102.67,104.22,104.51,102.19,-1.47,3.25,0.25,-3,72.52,1293000,419.51,-0.87,5.1,2.81,"2,004.53","2,014.95","2,001.59",382.94M,0.97
2012-04-19,1,1,1,28800,750,2.67,27900,29000,27500,6179883,1.75E+11,2E+13,694024840,1136.6,102.27,102.73,103.21,101.67,-0.39,3.25,0.25,-3,72.52,1307000,415.03,-1.07,5.1,0,"1,999.86","2,008.82","1,994.61",412.12M,-0.23
2012-04-20,0,-1,-1,27650,-1150,-3.99,28200,28350,27600,5649678,1.58E+11,1.92E+13,694024840,1140.5,103.05,102.57,104.27,102.45,0.76,3.25,0.25,-3,72.52,1282000,405.17,-2.38,5.3,4.09,"1,974.65","1,988.22","1,970.54",518.73M,-1.26
2012-04-23,1,1,1,27800,150,0.54,27650,28450,27600,4549672,1.27E+11,1.93E+13,694025502,1140.2,103.11,103.82,103.9,101.82,0.06,3.25,0.25,-3,72.52,1279000,400.15,-1.24,5,-4.62,"1,972.63","1,980.94","1,964.12",585.16M,-0.1
2012-04-24,0,-1,-1,27250,-550,-1.98,27500,27850,27050,4750282,1.3E+11,1.89E+13,694025502,1138.9,103.55,103.11,104.1,102.79,0.43,3.25,0.25,-3,72.52,1283000,397.1,-0.76,5.1,2.82,"1,963.42","1,972.24","1,954.01",630.80M,-0.47
2012-04-25,0,-1,-1,27050,-200,-0.73,27600,27700,27000,4836561,1.32E+11,1.88E+13,694025502,1141.2,104.12,103.76,104.57,103.11,0.55,3.25,0.25,-3,72.52,1305000,406.4,2.34,5.1,0,"1,961.98","1,980.51","1,961.97",681.75M,-0.07
2012-04-26,1,1,1,27200,150,0.55,27500,27700,27000,4858423,1.33E+11,1.89E+13,694025502,1139.4,104.55,103.96,104.92,103.84,0.41,3.25,0.25,-3,72.52,1340000,415.2,2.17,5.1,0,"1,964.04","1,979.43","1,955.05",607.42M,0.1
2012-04-27,1,1,1,28050,850,3.13,27400,28250,27350,4531018,1.27E+11,1.95E+13,694025502,1137.8,104.93,104.1,105,103.74,0.36,3.25,0.25,-3,72.52,1374000,415.91,0.17,5.1,0,"1,975.35","1,983.26","1,967.84",484.70M,0.58
2012-04-30,0,0,0,28050,0,0,28050,28450,27800,3759698,1.06E+11,1.95E+13,694028502,1134.2,104.87,104.93,105.16,103.88,-0.06,3.25,0.25,-3,72.52,1390000,413.39,-0.61,4.9,0,"1,981.99","1,991.12","1,975.46",837.87M,0.34
2012-05-02,0,-1,-1,27350,-700,-2.5,28300,28350,27100,7203804,1.97E+11,1.9E+13,694028502,1131.6,105.22,105.98,106.05,104.91,-0.89,3.25,0.25,-3,80.23,1410000,416.81,0.47,5.1,1.4,"1,999.07","2,001.11","1,989.55",653.04M,0.86
2012-05-03,0,-1,-1,27250,-100,-0.37,27300,27850,27150,4021667,1.11E+11,1.89E+13,694028502,1126.9,102.54,105.39,105.42,102.36,-2.55,3.25,0.25,-3,80.23,1401000,406.49,-2.48,5.1,1.18,"1,995.11","1,998.90","1,990.45",685.81M,-0.2
2012-05-04,1,1,1,28150,900,3.3,27050,28900,26800,10901418,3.06E+11,1.95E+13,694028502,1130,98.49,102.59,102.72,97.51,-3.95,3.25,0.25,-3,80.23,1360000,397.94,-2.1,5.1,-1.17,"1,989.15","1,992.10","1,981.58",608.82M,-0.3
2012-05-07,0,-1,-1,27250,-900,-3.2,27750,27950,27150,5466152,1.5E+11,1.89E+13,694028502,1131.5,97.94,98.05,98.24,95.34,-0.56,3.25,0.25,-3,80.23,1342000,396.92,-0.26,5.1,0,"1,956.44","1,960.51","1,952.42",533.66M,-1.64
2012-05-08,0,-1,-1,26650,-600,-2.2,27450,27500,26500,6327999,1.7E+11,1.85E+13,694028502,1138.9,97.01,97.96,98.12,95.52,-0.95,3.25,0.25,-3,80.23,1341000,394.36,-0.64,5.1,0,"1,967.01","1,969.64","1,961.44",492.69M,0.54
2012-05-09,0,-1,-1,26200,-450,-1.69,26450,26850,26050,6859416,1.81E+11,1.82E+13,694028502,1135.7,96.81,97.38,97.39,95.17,-0.21,3.25,0.25,-3,80.23,1331000,393.15,-0.31,5,0,"1,950.29","1,962.04","1,945.31",468.02M,-0.85
2012-05-10,1,1,1,26600,400,1.53,26100,26850,26100,4786754,1.27E+11,1.85E+13,694028502,1140,97.08,96.45,97.69,96.08,0.28,3.25,0.25,-3,80.23,1327000,391.74,-0.36,4.8,-3.77,"1,944.93","1,951.51","1,937.14",425.06M,-0.27
2012-05-11,0,-1,-1,25400,-1200,-4.51,26450,26550,25300,6791152,1.76E+11,1.76E+13,694028502,1142.5,96.13,96.53,97.2,95.56,-0.98,3.25,0.25,-3,80.23,1303000,394.6,0.73,5,2.27,"1,917.13","1,939.00","1,915.69",535.93M,-1.43
2012-05-14,1,1,1,26100,700,2.76,25500,26200,25450,4883326,1.27E+11,1.81E+13,694028502,1145.2,94.78,95.79,95.83,93.65,-1.4,3.25,0.25,-3,80.23,1314000,390.31,-1.09,5,1.62,"1,913.73","1,921.65","1,900.43",399.00M,-0.18
2012-05-15,0,-1,-1,25300,-800,-3.07,25800,25950,24750,7122988,1.8E+11,1.76E+13,694122002,1148.7,93.98,93.91,95.48,93.02,-0.84,3.25,0.25,-3,80.23,1311000,386.29,-1.03,5,0,"1,898.96","1,904.99","1,881.80",524.60M,-0.77
2012-05-16,0,-1,-2,23050,-2250,-8.89,24900,24950,22900,16239262,3.86E+11,1.6E+13,694122002,1154.1,92.81,93.16,94.16,91.81,-1.24,3.25,0.25,-3,80.23,1230000,379.82,-1.67,5.1,0.99,"1,840.53","1,889.29","1,840.23",426.18M,-3.08
2012-05-17,1,1,2,24500,1450,6.29,23300,24650,23050,12063990,2.9E+11,1.7E+13,694122002,1161.9,92.56,92.77,93.88,92.09,-0.27,3.25,0.25,-3,80.23,1223000,371.45,-2.2,5.1,0,"1,845.24","1,856.34","1,833.08",444.29M,0.26
2012-05-18,0,-1,-1,23600,-900,-3.67,23850,24450,23450,6982606,1.67E+11,1.64E+13,694122002,1163.2,91.48,92.86,92.88,90.93,-1.17,3.25,0.25,-3,80.23,1166000,364.48,-1.88,5.1,0,"1,782.46","1,813.79","1,779.47",547.77M,-3.4
2012-05-21,0,-1,-1,23400,-200,-0.85,24200,24300,23200,6240734,1.48E+11,1.62E+13,694122002,1173.1,92.57,91.27,93.06,90.84,1.19,3.25,0.25,-3,80.23,1209000,373.85,2.57,5.1,0,"1,799.13","1,804.48","1,788.33",414.13M,0.94
2012-05-22,1,1,1,23550,150,0.64,24050,24100,23400,8273153,1.96E+11,1.63E+13,694122002,1166.7,91.66,92.64,93.01,91.39,-0.98,3.25,0.25,-3,80.23,1240000,370.98,-0.77,5.1,0,"1,828.69","1,831.06","1,813.53",428.37M,1.64
2012-05-23,0,-1,-1,22400,-1150,-4.88,23400,23400,22300,9271264,2.1E+11,1.55E+13,694122002,1163.9,89.9,91.54,91.72,89.28,-1.92,3.25,0.25,-3,80.23,1221000,372.33,0.36,5.1,0,"1,808.62","1,815.33","1,796.50",447.56M,-1.1
2012-05-24,0,0,0,22400,0,0,22450,22950,22000,6445583,1.45E+11,1.55E+13,694122002,1171.7,90.66,90.53,91.52,89.81,0.85,3.25,0.25,-3,80.23,1225000,367.07,-1.41,5.1,0,"1,814.47","1,816.98","1,800.74",407.90M,0.32
2012-05-25,0,-1,-1,22000,-400,-1.79,22650,22800,21800,7771291,1.73E+11,1.53E+13,694122002,1177.2,90.86,90.79,91.32,90.2,0.22,3.25,0.25,-3,80.23,1225000,372.11,1.37,5.2,0,"1,824.17","1,831.78","1,815.54",386.49M,0.53
2012-05-29,1,1,2,23450,1450,6.59,22250,23500,22200,8661422,1.99E+11,1.63E+13,694122002,1180.4,90.76,91,92.21,90.25,-0.11,3.25,0.25,-3,80.23,1238000,379.66,2.03,5.2,0,"1,849.91","1,851.94","1,817.90",328.00M,1.41
2012-05-30,0,0,0,23450,0,0,23550,23750,23150,5137111,1.21E+11,1.63E+13,694122002,1178.6,87.82,90.86,90.92,87.27,-3.24,3.25,0.25,-3,80.23,1226000,372.2,-1.96,5.1,0,"1,844.86","1,846.60","1,828.83",417.04M,-0.27
2012-05-31,0,-1,-1,23100,-350,-1.49,23000,23200,22600,4914910,1.13E+11,1.6E+13,694122002,1177.8,86.53,87.55,88.28,85.86,-1.47,3.25,0.25,-3,80.23,1211000,368.37,-1.03,5.2,0,"1,843.47","1,843.49","1,813.01",447.95M,-0.08
2012-06-01,0,-1,-1,22750,-350,-1.52,23050,23250,22750,3513845,80681311550,1.58E+13,694122430,1181.6,83.23,86.44,86.59,82.29,-3.81,3.25,0.25,-3,74.69,1233000,353.17,-4.13,5.3,1.74,"1,834.51","1,842.00","1,821.98",334.42M,-0.49
2012-06-04,0,-1,-2,21550,-1200,-5.27,21700,22150,21350,9463895,2.06E+11,1.5E+13,694122430,1180.3,83.98,82.96,84.38,81.21,0.9,3.25,0.25,-3,74.69,1196000,352.69,-0.14,5.3,1.15,"1,783.13","1,794.02","1,776.85",395.06M,-2.8
2012-06-05,1,1,1,21650,100,0.46,21800,21900,21500,5342939,1.16E+11,1.5E+13,694122430,1181.8,84.29,84.14,84.92,83.31,0.37,3.25,0.25,-3,74.69,1203000,360.5,2.21,5.4,3.23,"1,801.85","1,806.11","1,791.84",338.83M,1.05
2012-06-07,1,1,1,22550,900,4.16,22500,22900,22450,7121619,1.61E+11,1.57E+13,694122430,1178.4,84.82,85.5,87.03,83.43,-0.24,3.25,0.25,-3,74.69,1265000,367.47,-1.37,5.6,2.38,"1,847.95","1,853.20","1,839.49",403.44M,2.56
2012-06-08,0,-1,-1,21750,-800,-3.55,22450,22500,21700,5465246,1.2E+11,1.51E+13,694122430,1170.7,84.1,83.63,84.67,82,-0.85,3.25,0.25,-3,74.69,1247000,372.73,1.43,5.6,0,"1,835.64","1,854.59","1,832.83",379.83M,-0.67
2012-06-11,1,1,2,23050,1300,5.98,22400,23150,22350,6838614,1.56E+11,1.6E+13,694122430,1173,82.7,85.72,86.64,81.11,-1.66,3.25,0.25,-3,74.69,1268000,365.69,-1.89,5.6,1.83,"1,867.04","1,869.33","1,859.74",382.22M,1.71
2012-06-12,1,1,1,23550,500,2.17,22550,23850,22350,7930382,1.85E+11,1.63E+13,694122430,1167,83.32,81.18,83.72,81.07,0.75,3.25,0.25,-3,74.69,1255000,373.74,2.2,5.7,2.33,"1,854.74","1,857.93","1,840.10",421.37M,-0.66
2012-06-13,1,1,1,23650,100,0.42,23850,23950,23200,4669175,1.1E+11,1.64E+13,694122430,1170.5,82.62,83.51,84.01,82.15,-0.84,3.25,0.25,-3,74.69,1271000,369.79,-1.06,5.9,4.04,"1,859.32","1,867.45","1,849.71",558.26M,0.25
2012-06-14,1,1,1,23900,250,1.06,23350,23950,23350,5033207,1.2E+11,1.66E+13,694122430,1167.8,83.91,82.44,84.42,82.27,1.56,3.25,0.25,-3,74.69,1261000,369.15,-0.17,5.9,0,"1,871.48","1,871.48","1,855.06",426.64M,0.65
2012-06-15,0,-1,-1,23400,-500,-2.09,23550,23650,23150,16156049,3.77E+11,1.62E+13,694122430,1166.8,84.03,84.33,84.8,83.42,0.14,3.25,0.25,-3,74.69,1217000,375.15,1.63,6.5,9.24,"1,858.16","1,871.48","1,847.19",452.51M,-0.71
2012-06-18,1,1,1,23600,200,0.85,24100,24200,23550,5037166,1.2E+11,1.64E+13,694122430,1164,83.27,85.09,85.6,82.04,-0.9,3.25,0.25,-3,74.69,1243000,380.55,1.44,6.3,2.44,"1,891.71","1,901.11","1,887.05",376.28M,1.81
2012-06-19,1,1,1,23850,250,1.06,23650,24000,23450,3788167,90357186800,1.66E+13,694122430,1158.4,84.03,83.06,84.41,82.28,0.91,3.25,0.25,-3,74.69,1244000,384.94,1.15,6.5,3.01,"1,891.77","1,895.32","1,883.56",380.91M,0
2012-06-20,1,1,1,24800,950,3.98,24350,25100,24200,9176434,2.26E+11,1.72E+13,694122430,1158.2,81.8,84.04,84.34,80.91,-2.65,3.25,0.25,-3,74.69,1252000,388.59,0.95,6.7,2.62,"1,904.12","1,908.19","1,895.27",367.74M,0.65
2012-06-21,0,-1,-1,24550,-250,-1.01,24800,24950,24300,3751425,92240458000,1.7E+13,694122430,1152.7,78.2,81.08,81.2,77.93,-4.4,3.25,0.25,-3,74.69,1227000,372.71,-4.09,6.7,0,"1,889.15","1,900.44","1,879.65",390.17M,-0.79
2012-06-22,0,-1,-1,24100,-450,-1.83,24050,24350,23950,4506535,1.09E+11,1.67E+13,694122430,1150.1,79.76,78.11,80.37,77.56,1.99,3.25,0.25,-3,74.69,1182000,378.65,1.59,6.6,-1.95,"1,847.39","1,863.57","1,843.57",300.71M,-2.21
2012-06-25,0,-1,-1,23050,-1050,-4.36,24100,24350,22700,9744824,2.28E+11,1.6E+13,694122430,1157.2,79.21,80.2,80.68,78.03,-0.69,3.25,0.25,-3,74.69,1132000,365.55,-3.46,6.3,0,"1,825.38","1,842.76","1,813.41",291.24M,-1.19
2012-06-26,1,1,1,23100,50,0.22,22950,23400,22900,4631121,1.07E+11,1.6E+13,694122430,1160.8,79.36,79.23,79.68,78.36,0.19,3.25,0.25,-3,74.69,1139000,366.87,0.36,6.4,1.9,"1,817.81","1,826.66","1,814.46",313.27M,-0.41
2012-06-27,0,-1,-1,22800,-300,-1.3,23200,23250,22600,4778045,1.09E+11,1.58E+13,694122430,1159.9,80.21,79.47,80.92,78.68,1.07,3.25,0.25,-3,74.69,1167000,371.71,1.32,6.7,3.58,"1,817.65","1,821.47","1,795.16",319.48M,-0.01
2012-06-28,1,1,1,23300,500,2.19,22800,23400,22800,3483226,80854865600,1.62E+13,694122430,1157.1,77.69,80.48,80.84,77.28,-3.14,3.25,0.25,-3,74.69,1168000,369.38,-0.63,6.6,0,"1,819.18","1,827.35","1,806.08",309.66M,0.08
2012-06-29,1,1,1,23850,550,2.36,23050,23900,22850,4697087,1.11E+11,1.66E+13,694122430,1153.8,84.96,78.46,85.34,78.28,9.36,3.25,0.25,-3,74.69,1201000,385.46,4.35,6.7,0,"1,854.01","1,854.01","1,801.63",320.63M,1.91
2012-07-02,0,-1,-1,23700,-150,-0.63,24300,24350,23700,3887302,93603923700,1.65E+13,694122430,1151.9,83.75,84.65,85.05,82.1,-1.42,3.25,0.25,-3,74.69,1174000,384.79,-0.17,6.8,1.96,"1,851.65","1,865.93","1,851.28",273.63M,-0.13
2012-07-03,1,1,1,24300,600,2.53,23800,24300,23800,3047839,73615629600,1.69E+13,694122430,1143.7,87.66,83.67,88.04,83.33,4.67,3.25,0.25,-3,74.69,1175000,390.3,1.43,6.4,-4.59,"1,867.82","1,871.08","1,858.44",348.20M,0.87
2012-07-04,0,-1,-1,24050,-250,-1.03,24400,24650,24000,3199905,77683129300,1.67E+13,694122430,1141.6,87.44,85.71,88.51,84.915,2.085,3.25,0.25,-3,74.69,1191000,387.99,0.13,6.5,0.93,"1,874.45","1,881.68","1,871.84",336.14M,0.35
2012-07-05,0,-1,-1,23800,-250,-1.04,23950,24200,23750,2657599,63412847750,1.65E+13,694122430,1135.3,87.22,87.75,88.98,86.5,-0.5,3.25,0.25,-3,74.69,1185000,385.68,-1.18,6.7,2.46,"1,875.49","1,878.13","1,866.91",324.18M,0.06
2012-07-06,1,1,1,24000,200,0.84,24000,24450,23850,4009123,96511918450,1.67E+13,694122430,1136.5,84.45,86.73,87.13,84.02,-3.18,3.25,0.25,-3,74.69,1161000,376.04,-2.5,6.7,0,"1,858.20","1,880.36","1,850.10",340.65M,-0.92
2012-07-09,0,-1,-1,23700,-300,-1.25,23700,23950,23550,3156411,74994350400,1.65E+13,694122430,1138.4,85.99,84.2,86.48,84,1.82,3.25,0.25,-3,74.69,1126000,371.47,-1.22,7,3.24,"1,836.13","1,844.32","1,833.11",282.04M,-1.19
2012-07-10,0,0,0,23700,0,0,23850,23900,23500,2647193,62738404700,1.65E+13,694122430,1142.4,83.91,85.84,85.95,83.65,-2.42,3.25,0.25,-3,74.69,1127000,363.01,-2.28,7.2,2.56,"1,829.45","1,845.94","1,823.79",368.86M,-0.36
2012-07-11,0,-1,-1,22950,-750,-3.16,23450,23700,22900,5151231,1.19E+11,1.59E+13,694122430,1143.1,85.81,84.01,86.49,84.01,2.26,3.25,0.25,-3,74.69,1118000,359.67,-0.92,7.2,0,"1,826.39","1,827.60","1,813.79",336.69M,-0.17
2012-07-12,0,-1,-1,22250,-700,-3.05,23000,23150,22250,5450204,1.23E+11,1.54E+13,694122430,1144.1,86.08,86.2,86.37,84.21,0.31,3.25,0.25,-3,74.69,1091000,353.69,-1.66,7.8,8.53,"1,785.39","1,830.77","1,785.32",320.83M,-2.24
2012-07-13,1,1,1,22400,150,0.67,22250,22450,21450,6627802,1.46E+11,1.55E+13,694122430,1145.8,87.1,85.86,87.61,85.58,1.18,3.25,0.25,-3,74.69,1139000,357.01,0.94,7.7,-1.16,"1,812.89","1,820.66","1,773.67",348.54M,1.54
2012-07-16,0,-1,-1,21800,-600,-2.68,22450,22600,21750,6340054,1.4E+11,1.51E+13,694122430,1151.4,88.43,87.13,88.48,86.41,1.53,3.25,0.25,-3,74.69,1152000,353.15,-1.08,8.5,11.55,"1,817.79","1,821.84","1,807.11",268.35M,0.27
2012-07-17,0,-1,-1,21300,-500,-2.29,21550,21700,21250,9112719,1.96E+11,1.48E+13,694122430,1147.6,89.22,88.26,89.46,87.41,0.89,3.25,0.25,-3,74.69,1168000,351.45,-0.48,8.8,3.53,"1,821.96","1,835.64","1,802.07",412.61M,0.23
2012-07-18,0,-1,-1,20250,-1050,-4.93,21250,21500,20150,12954262,2.66E+11,1.41E+13,694122430,1143.5,89.87,89.13,90.04,88.59,0.73,3.25,0.25,-3,74.69,1154000,363.91,3.55,9.1,3.52,"1,794.91","1,827.95","1,790.36",454.66M,-1.48
2012-07-19,1,1,1,20400,150,0.74,20700,20800,20300,7401854,1.52E+11,1.42E+13,694122430,1140.2,92.66,90.08,92.94,89.86,3.1,3.25,0.25,-3,74.69,1195000,371.34,2.04,8.9,-2.63,"1,822.96","1,830.09","1,815.71",488.68M,1.56
2012-07-20,1,1,1,21250,850,4.17,20800,21550,20750,7870436,1.67E+11,1.48E+13,694122430,1138.6,91.44,92.22,92.3,90.66,-1.32,3.25,0.25,-3,74.69,1191000,365.01,-1.7,8.5,-3.95,"1,822.93","1,830.26","1,818.84",412.10M,0
2012-07-23,0,-1,-1,20350,-900,-4.24,20800,20850,20200,6964724,1.42E+11,1.41E+13,694122430,1140.7,88.14,91.61,91.64,87.91,-3.61,3.25,0.25,-3,74.69,1162000,361.66,-0.92,8.4,0,"1,789.44","1,799.24","1,780.01",502.13M,-1.84
2012-07-24,1,1,1,20800,450,2.21,20550,21150,20550,7328882,1.52E+11,1.44E+13,694122430,1146.9,88.5,88.05,89.09,87.43,0.41,3.25,0.25,-3,74.69,1170000,360.23,-0.4,8.6,1.78,"1,793.93","1,796.02","1,781.60",490.62M,0.25
2012-07-25,0,-1,-1,20400,-400,-1.92,20350,20850,20100,6280081,1.29E+11,1.42E+13,694122430,1148.1,88.97,88.2,89.36,86.84,0.53,3.25,0.25,-3,74.69,1158000,367.13,1.92,8.8,2.33,"1,769.31","1,785.84","1,758.99",468.02M,-1.37
2012-07-26,0,0,0,20400,0,0,20700,20800,20250,5976319,1.22E+11,1.42E+13,694122430,1150.9,89.39,89.1,90.47,88.07,0.47,3.25,0.25,-3,74.69,1172000,375.54,2.29,8.9,1.14,"1,782.47","1,787.20","1,766.81",409.56M,0.74
